name, EFF, INC, REV, DEV, LM_t, LM_t|bne, LM_bne
bid, 0.9453359381556304, 0.27279929692416965, 0.8364531794098344, 0.2373241987202958, 0.458305, 0.251372, 0.24008
quadratic, 0.9739279699938252, 0.1874581835982158, 0.998931072911237, 0.16788044836982974, 0.2503374, 0.166388, 0.1662088
proxy, 0.998548186989513, 0.04476602814671763, 1.2111756057447152, 0.034880185488977214, 0.0332996, 0.0314072, 0.0361288
shapley, 0.989884136276683, 0.1164224064327371, 1.1071644557257092, 0.10962854199070689, 0.1390007, 0.0949056, 0.1114172
svcg, 0.9896467261805791, 0.11782662590351968, 1.1056502121625469, 0.11073026258472324, 0.10065339999831163, 0.0655442666665489, 0.0813951333325362
bid, 0.9447813792801271, 0.27360796689318295, 0.8430692577061373, 0.2372846242698482, 0.4666662, 0.253846, 0.244743
quadratic, 0.9733761105132156, 0.1891622865841692, 1.0069936981324408, 0.16808501860917427, 0.2503282, 0.1662974, 0.1661252
proxy, 0.9991009263151484, 0.0351098611394549, 1.2369933605803096, 0.027598101482587522, 0.02497, 0.0238216, 0.0267152
shapley, 0.9899475172224936, 0.11604713500239701, 1.1223167299559667, 0.1075881890137744, 0.1354942, 0.0927968, 0.1081046
svcg, 0.9895495942251726, 0.11831734373731793, 1.1189831327941189, 0.10950766462911157, 0.0963301999984065, 0.062498133333353544, 0.07705433333267236
bid, 0.9433688264827588, 0.27650721189914834, 0.8434888333619013, 0.2395055081887706, 0.4750012, 0.2540654, 0.2471534
quadratic, 0.9728183680393114, 0.1907571791926371, 1.015353640509449, 0.1681945538339058, 0.2502932, 0.1662258, 0.166013
proxy, 0.999526571331916, 0.02532483429013465, 1.263798435477771, 0.020218129954532406, 0.0167184, 0.0161484, 0.017554
shapley, 0.989849089846297, 0.11658616903159268, 1.136587245590683, 0.1061324953720732, 0.1320788, 0.0905924, 0.1049491
svcg, 0.989379096705125, 0.11920291789724552, 1.132304708240742, 0.10841962418186706, 0.0920677999985173, 0.05956326666683746, 0.07299339999949135
bid, 0.9419867708736329, 0.27921685180823347, 0.8442570862247339, 0.24157180636476325, 0.4832966, 0.2542906, 0.2494904
quadratic, 0.9722114418518703, 0.1925358295364685, 1.0243912316713162, 0.16827329886375636, 0.250298, 0.166246, 0.1660172
proxy, 0.9998255085833824, 0.015273612537059604, 1.2922043511386048, 0.012578621068651817, 0.0083256, 0.0081292, 0.0085856
shapley, 0.989753511938709, 0.11693528862255193, 1.1513487385789916, 0.10444260402256043, 0.128581, 0.088557, 0.102037
svcg, 0.9895477478780124, 0.11810806393547535, 1.150047681559009, 0.10531770058165325, 0.0877033333319852, 0.05728160000030622, 0.06953853333297415
bid, 0.9405790441424705, 0.2819315540162024, 0.8451573881978578, 0.24365028336201314, 0.4916452, 0.254491, 0.251818
quadratic, 0.9720291443329178, 0.1927424181256895, 1.0362682931082157, 0.16704861050222986, 0.2502508, 0.1668044, 0.1665926
proxy, 0.999996375350984, 0.002200691599172397, 1.3298280752392004, 0.0021418599242157403, 0.0, 0.0, 0.0
shapley, 0.9899338410304833, 0.11570717568156202, 1.172820041087294, 0.10032052370253298, 0.1251254, 0.0875371, 0.1000266
svcg, 0.9898577862858531, 0.11614081899908045, 1.1719348152076023, 0.10074188324283226, 0.08341693333213993, 0.05545993333376724, 0.06661386666645133
bid, 0.9379810700231608, 0.28737899378310594, 0.8376860579631444, 0.24858948718807594, 0.4999802, 0.251708, 0.2511464
