name, EFF, INC, REV, DEV, LM_t, LM_t|bne, LM_bne
bid, 0.984235222166381, 0.06686530176740173, 0.998300283763099, 0.06342722615310041, 0.5001552, 0.373296, 0.2480272
quadratic, 0.9886484508731458, 0.04719714177097686, 0.9989010426101737, 0.0447531675985613, 0.5001552, 0.3733524, 0.2480996
proxy, 0.9886788318616812, 0.06808150341116008, 0.967334964143946, 0.05336122468063773, 0.1668456, 0.1258796, 0.1441448
shapley, 0.9926299553988015, 0.03935551816074259, 1.0030653304386115, 0.03872724835397541, 0.2918476, 0.1939029, 0.1867076
svcg, 0.9920796717974182, 0.045775501706675756, 0.9947650779419819, 0.04142413658123273, 0.2409713333346642, 0.15664446666868242, 0.17250760000188634
bid, 0.9886484508731458, 0.04719714177097686, 0.9989010426101737, 0.0447531675985613, 0.5001552, 0.3733524, 0.2480996
quadratic, 0.992725253875559, 0.029702419228698526, 0.9993156216501335, 0.028182258672584903, 0.5001552, 0.3733302, 0.2481168
proxy, 0.9921093187699883, 0.045016553701236854, 0.9767997554419243, 0.03557904900186997, 0.1668456, 0.1236128, 0.142482
shapley, 0.9952794408586181, 0.024752714607284506, 1.0018945533338617, 0.024364083411039628, 0.2918476, 0.193913, 0.1867716
svcg, 0.9949342530188174, 0.028755483163280398, 0.9969321808438448, 0.026037662704964444, 0.2409713333346642, 0.15664880000201772, 0.17262253333522548
bid, 0.992725253875559, 0.029702419228698526, 0.9993156216501335, 0.028182258672584903, 0.5001552, 0.3733302, 0.2481168
quadratic, 0.9964974233482354, 0.014064901287577208, 0.9996771225448489, 0.013352693433169496, 0.5001552, 0.3733138, 0.2480944
proxy, 0.9962095781359442, 0.021276609239911086, 0.9894605030950677, 0.016816518250615302, 0.1668456, 0.1236528, 0.1425292
shapley, 0.9977253383946352, 0.011726690445445985, 1.0008618242794516, 0.011543126232396056, 0.2918476, 0.1938916, 0.186751
svcg, 0.9975684080079281, 0.013581881774184975, 0.9986470792665632, 0.012307116360333135, 0.2409713333346642, 0.1566901333353547, 0.1727854666685644
bid, 0.9964974233482354, 0.014064901287577208, 0.9996771225448489, 0.013352693433169496, 0.5001552, 0.3733138, 0.2480944
