name, EFF, INC, REV, DEV, LM_t, LM_t|bne, LM_bne
proxy, 0.9789072727420974, 0.16612087338647066, 0.9073524184015563, 0.14343843668456124, 0.2527872, 0.356969, 0.3562536
shapley, 0.9787808989233417, 0.16644679020247485, 0.9060477762124812, 0.144018896077436, 0.24118525000000002, 0.3568916, 0.35559695
svcg, 0.9786988736610482, 0.16669118353420323, 0.9053428807751923, 0.1443856152701461, 0.2186242333308318, 0.3568350666666737, 0.3551700333333404
bid, 0.9840545904335111, 0.1505505379033288, 0.9304132297761291, 0.13694669820739566, 0.247878, 0.1457962, 0.138129
quadratic, 0.9821950191161829, 0.1538023051902875, 0.9185280587492208, 0.1446208767213302, 0.2502537, 0.1929431, 0.1777959
proxy, 0.9714172149700366, 0.19304186850220026, 0.8737494908421699, 0.16698499932512467, 0.22240079999999998, 0.33267460000000004, 0.331806
shapley, 0.9747837508013267, 0.18201455750989795, 0.8897577564426625, 0.1584082660380242, 0.22249435, 0.3241715, 0.3224276
svcg, 0.9772150020259309, 0.17359506648262904, 0.9009603024177361, 0.15210321209464683, 0.20038906666483297, 0.31361870000038317, 0.3100584000003586
bid, 0.9794534844278037, 0.17091403947313352, 0.9111751811747789, 0.1548455288178544, 0.2781528, 0.1684202, 0.1567642
quadratic, 0.9813426598837569, 0.15743702582877925, 0.9159193693719055, 0.1502831822289291, 0.25037149999999997, 0.1961702, 0.1750064
proxy, 0.9747846734158047, 0.18647973559161066, 0.8879143742079233, 0.16038125919930024, 0.2002816, 0.2897548, 0.2850872
shapley, 0.9781359523541742, 0.17294515064907662, 0.904423780065184, 0.15133560581372932, 0.2105175, 0.28153374999999997, 0.27315354999999997
svcg, 0.9793533805042662, 0.167307563589426, 0.9101145452273394, 0.14925996512001777, 0.18783073333214023, 0.2693680666667868, 0.2594648666665599
bid, 0.9755359490869784, 0.18650395562718192, 0.8938199657416962, 0.16862952747174167, 0.3003318, 0.1871826, 0.1702608
quadratic, 0.9808045183186724, 0.1597312348072178, 0.9141595602047459, 0.15389131989985508, 0.2504036, 0.20040460000000002, 0.1732499
proxy, 0.9783797371439128, 0.17916698657882665, 0.9038262569041086, 0.14792957379303906, 0.184595, 0.2526834, 0.24433120000000003
shapley, 0.980320100278493, 0.1666541000451172, 0.9136557735414291, 0.14584307214703446, 0.2027887, 0.25277415000000003, 0.2394562
svcg, 0.9809697780419822, 0.16239327480422053, 0.9169953537665074, 0.1459134006854644, 0.179172899999609, 0.23846006666573166, 0.2246542999990021
bid, 0.972276597073151, 0.19874644696721389, 0.8797121590566035, 0.17909396687084786, 0.316001, 0.2043018, 0.181336
quadratic, 0.9805187735565123, 0.16085039749616847, 0.913708835857255, 0.15573368511630523, 0.2504855, 0.20435789999999998, 0.17232429999999999
proxy, 0.9804282604733083, 0.17519696313487912, 0.9131177702392684, 0.13879894488412783, 0.174356, 0.226665, 0.2180454
shapley, 0.9817244519669172, 0.1624151333349574, 0.9196702862933546, 0.1418374101100465, 0.1981126, 0.23319435, 0.21845205
svcg, 0.9820462474666863, 0.1591636592130607, 0.9215637271388251, 0.14288325722731013, 0.1737409666677286, 0.21650839999876753, 0.20259179999917595
bid, 0.9698650041727297, 0.20746348507229007, 0.8701684137552574, 0.18612478697566118, 0.3262592, 0.219591, 0.1900044
quadratic, 0.9803478862687842, 0.16146402978962807, 0.9134637996118459, 0.15669064226468324, 0.2504695, 0.2078704, 0.17183510000000002
proxy, 0.9813656534602905, 0.17336420348865492, 0.9177828945672833, 0.13365319264282557, 0.1686484, 0.2088732, 0.20388299999999998
shapley, 0.9824342267733333, 0.16018924219859929, 0.9224689230084044, 0.13964928564144746, 0.1956069, 0.2199098, 0.20695815
svcg, 0.9825830612939924, 0.15764969841750434, 0.9234441068148895, 0.14125036207154343, 0.17073570000157573, 0.20140209999890396, 0.19076053333361037
bid, 0.9683848392283365, 0.21258273059554086, 0.8638530008321171, 0.1903327339222096, 0.3319848, 0.231799, 0.1946202
quadratic, 0.9803353775267475, 0.16149899682798186, 0.913299009431576, 0.15688625937332074, 0.250467, 0.21115, 0.1717454
proxy, 0.981649774202031, 0.17290076078506245, 0.9190517687600733, 0.13212289526508, 0.1668136, 0.1982448, 0.19971660000000002
shapley, 0.9826213268632252, 0.1597801358298522, 0.9233613680598569, 0.13897553568759619, 0.19485355, 0.21187085, 0.20423429999999998
svcg, 0.9828420547802467, 0.15672397927840523, 0.9247852220365029, 0.14033905935411223, 0.16979473333493472, 0.19129479999969368, 0.1873172666677448
bid, 0.9678524721677162, 0.21448460922167328, 0.8614479188466766, 0.1918534311690077, 0.3337416, 0.2417936, 0.19622
